movie_title,title_year,genres,actor_1_name,actor_2_name,actor_3_name,director_name,keywords
Final Fantasy: The Spirits Within,2001.0,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Hironobu Sakaguchi,general military scientist soldier year 2065
Captain America: The First Avenger,2011.0,Action Adventure Sci-Fi,Chris Evans,Dominic Cooper,Hayley Atwell,Joe Johnston,arctic captain america scientist tesseract war bond
The World Is Not Enough,1999.0,Action Adventure Thriller,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Michael Apted,british oil scientist terrorist tycoon
Master and Commander: The Far Side of the World,2003.0,Action Adventure Drama History War,James D'Arcy,Lee Ingleby,David Threlfall,Peter Weir,1800s napoleonic wars pursuit royal navy ship
The Twilight Saga: Breaking Dawn - Part 2,2012.0,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon,battle friend super strength vampire vision
Happy Feet 2,2011.0,Animation Comedy Family Musical,Robin Williams,Brad Pitt,Common,George Miller,3d antarctica krill penguin sequel
The Incredible Hulk,2008.0,Action Adventure Sci-Fi,Ty Burrell,Peter Mensah,William Hurt,Louis Leterrier,antidote cure hulk marvel cinematic universe opening action scene
Miami Vice            ,unknown,Action Crime Drama Mystery Thriller,Don Johnson,Philip Michael Thomas,John Diehl,unknown,cult tv detective drugs police undercover
The BFG,2016.0,Adventure Family Fantasy,Mark Rylance,Penelope Wilton,Rafe Spall,Steven Spielberg,cannibal evil brother giant london england queen
The Revenant,2015.0,Adventure Drama Thriller Western,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Alejandro G. Iñárritu,bear attack cauterizing a wound native american revenge survival
Turbo,2013.0,Adventure Animation Comedy Family Sport,Ryan Reynolds,Snoop Dogg,Ben Schwartz,David Soren,accident freak accident race snail underdog
Rango,2011.0,Adventure Animation Comedy Family Western,Johnny Depp,Ray Winstone,Stephen Root,Gore Verbinski,chameleon lizard sheriff water western town
Penguins of Madagascar,2014.0,Adventure Animation Comedy Family,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Eric Darnell,little girl park spy statue of liberty television van
The Bourne Ultimatum,2007.0,Action Mystery Thriller,Matt Damon,Edgar Ramírez,Albert Finney,Paul Greengrass,action hero cia dark past flashback memory
Kung Fu Panda,2008.0,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Mark Osborne,kung fu kung fu master master panda snow leopard
Ant-Man,2015.0,Action Adventure Comedy Sci-Fi,Judy Greer,Hayley Atwell,T.I.,Peyton Reed,ant chinatown san francisco heist sabotage vault
The Hunger Games: Catching Fire,2013.0,Adventure Sci-Fi Thriller,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Francis Lawrence,president snow television tour uprising
The Twilight Saga: Breaking Dawn - Part 2,2012.0,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon,battle friend super strength vampire vision
Home,2015.0,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Matt Jones,April Winchell,Tim Johnson,alien friendship alien invasion australia flying car mother daughter relationship
War of the Worlds,2005.0,Adventure Sci-Fi Thriller,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Steven Spielberg,alien fight storm survival tripod
Bad Boys II,2003.0,Action Comedy Crime Thriller,Will Smith,Henry Rollins,Jordi Mollà,Michael Bay,cuba dea drugs money undercover
Puss in Boots,2011.0,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Constance Marie,Amy Sedaris,Chris Miller,betrayal egg friend goose hero
Salt,2010.0,Action Crime Mystery Thriller,Angelina Jolie Pitt,Andre Braugher,August Diehl,Phillip Noyce,cia on the run russian russian spy strong female lead
Noah,2014.0,Action Adventure Drama,Anthony Hopkins,Emma Watson,Logan Lerman,Darren Aronofsky,ark flood noah's ark water wrath of god
The Adventures of Tintin,2011.0,Action Adventure Family Mystery,Toby Jones,Mackenzie Crook,Tony Curran,Steven Spielberg,captain morocco ship tintin treasure
Harry Potter and the Prisoner of Azkaban,2004.0,Adventure Family Fantasy Mystery,Daniel Radcliffe,Gary Oldman,Rupert Grint,Alfonso Cuarón,magic muggle serial killer traitor wizard
Australia,2008.0,Adventure Drama Romance War,Essie Davis,Bryan Brown,Eddie Baroo,Baz Luhrmann,australia cattle darwin drover japanese
After Earth,2013.0,Action Adventure Sci-Fi,Will Smith,Zoë Kravitz,Glenn Morshower,M. Night Shyamalan,box office flop father son team fear race against time real life father and son playing father and son
Dinosaur,2000.0,Adventure Animation Family Thriller,Alfre Woodard,D.B. Sweeney,Della Reese,Eric Leighton,egg iguanodon lemur meteor nesting grounds
Harry Potter and the Deathly Hallows: Part II,2011.0,Action Fantasy,Rupert Grint,Dave Legeno,Ralph Ineson,Matt Birch,unknown
Night at the Museum: Secret of the Tomb,2014.0,Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,museum museum of natural history manhattan new york city night watchman star died before release tablet
Megamind,2010.0,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Brad Pitt,Will Ferrell,Tom McGrath,battle city planet prison superhero
Harry Potter and the Sorcerer's Stone,2001.0,Adventure Family Fantasy,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Chris Columbus,based on novel birthday evil wizard quidditch wizard
R.I.P.D.,2013.0,Action Comedy Fantasy,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Robert Schwentke,drug dealer gold partner police undead
Godzilla Resurgence,2016.0,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Hideaki Anno,blood godzilla monster sequel
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,Action Adventure Fantasy,Johnny Depp,Orlando Bloom,Jack Davenport,Gore Verbinski,caribbean curse governor pirate undead
Harry Potter and the Deathly Hallows: Part I,2010.0,Fantasy,Rupert Grint,Toby Jones,Alfred Enoch,Matt Birch,unknown
The Hunger Games: Mockingjay - Part 1,2014.0,Adventure Sci-Fi Thriller,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Francis Lawrence,based on young adult novel manipulation rebellion symbol uprising
The Da Vinci Code,2006.0,Mystery Thriller,Tom Hanks,Seth Gabel,Jürgen Prochnow,Ron Howard,based on supposedly true story holy grail mary magdalene opus dei secret
Rio 2,2014.0,Adventure Animation Comedy Family Musical,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Carlos Saldanha,amazon bird father in law jungle no opening credits
X-Men 2,2003.0,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,Bruce Davison,Aaron Stanford,Bryan Singer,mutant prison professor school x men
Fast Five,2011.0,Action Crime Thriller,Paul Walker,Vin Diesel,Dwayne Johnson,Justin Lin,drug lord drugs federal agent heist police
Sherlock Holmes: A Game of Shadows,2011.0,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Guy Ritchie,factory gypsy investigation sherlock holmes train
Clash of the Titans,2010.0,Action Adventure Fantasy,Liam Neeson,Jason Flemyng,Alexa Davalos,Louis Leterrier,famous line hand to hand combat kraken rape zeus
Total Recall,1990.0,Action Sci-Fi,Ronny Cox,Rachel Ticotin,Marshall Bell,Paul Verhoeven,ambiguous ending false memory implanted memory memory space colony
The 13th Warrior,1999.0,Action Adventure History,Tony Curran,Vladimir Kulich,Clive Russell,John McTiernan,arab battle combat viking warrior
The Bourne Legacy,2012.0,Action Adventure Thriller,Jeremy Renner,Scott Glenn,Stacy Keach,Tony Gilroy,assassin cia drone pill wolf
Batman & Robin,1997.0,Action,Michael Gough,Vivica A. Fox,John Glover,Joel Schumacher,butler critically bashed cure freeze gotham
How the Grinch Stole Christmas,2000.0,Comedy Family Fantasy,Clint Howard,T.J. Thyne,Molly Shannon,Ron Howard,box office hit christmas materialism public humiliation snowflake
The Day After Tomorrow,2004.0,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Roland Emmerich,climate end of the world global warming natural disaster weather
Mission: Impossible II,2000.0,Action Adventure Thriller,Tom Cruise,Dougray Scott,Richard Roxburgh,John Woo,cure mission terrorist thief virus
The Perfect Storm,2000.0,Action Adventure Drama Thriller,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Wolfgang Petersen,death fish fishing sea storm
Fantastic 4: Rise of the Silver Surfer,2007.0,Action Adventure Sci-Fi Thriller,Chris Evans,Ioan Gruffudd,Andre Braugher,Tim Story,fantastic four space strong female character strong female lead superheroine
Life of Pi,2012.0,Adventure Drama Fantasy,Suraj Sharma,Rafe Spall,Tabu,Ang Lee,animal faith india journey tiger
Ghost Rider,2007.0,Action Fantasy Thriller,Nicolas Cage,Matt Long,Peter Fonda,Mark Steven Johnson,blackheart devil father ghost mephistopheles
Jason Bourne,2016.0,Action Thriller,Matt Damon,Riz Ahmed,Ato Essandoh,Paul Greengrass,black ops chase cia cia agent repeated scene
Charlie's Angels: Full Throttle,2003.0,Action Adventure Comedy Crime,Demi Moore,Bernie Mac,Justin Theroux,McG,fbi murder ring witness protection witness protection program
Prometheus,2012.0,Adventure Mystery Sci-Fi,Michael Fassbender,Charlize Theron,Sean Harris,Ridley Scott,cave painting medical scanner planet pregnant with an alien fetus suspended animation
Stuart Little 2,2002.0,Adventure Animation Comedy Family Fantasy,Nathan Lane,Brad Garrett,Melanie Griffith,Rob Minkoff,anthropomorphic mouse falcon marshmallow second part soccer
Elysium,2013.0,Action Drama Sci-Fi Thriller,Matt Damon,Sharlto Copley,Alice Braga,Neill Blomkamp,christ figure class differences messiah saviour social commentary
The Chronicles of Riddick,2004.0,Action Adventure Sci-Fi Thriller,Vin Diesel,Alexa Davalos,Christina Cox,David Twohy,bounty hunter escape necromonger planet warrior
RoboCop,2014.0,Action Crime Sci-Fi Thriller,Gary Oldman,Abbie Cornish,Jennifer Ehle,José Padilha,law enforcement police robocop robot technology
Speed Racer,2008.0,Action Family Sport,Scott Porter,Kick Gurry,Nicholas Elia,Lana Wachowski,based on anime based on cartoon gadget car racer speed
How Do You Know,2010.0,Comedy Drama Romance,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,James L. Brooks,embarrassment falling in love love love triangle revelation
Knight and Day,2010.0,Action Comedy Romance,Tom Cruise,Marc Blucas,Jordi Mollà,James Mangold,chase fbi garage spy surveillance
Oblivion,2013.0,Action Adventure Mystery Sci-Fi,Morgan Freeman,Tom Cruise,Zoë Bell,Joseph Kosinski,cabin in the woods drone flying through a thunderstorm post apocalypse sex in a pool
Star Wars: Episode III - Revenge of the Sith,2005.0,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,elongated cry of no friends become enemies kicked in the butt robotic midwife vision
Star Wars: Episode II - Attack of the Clones,2002.0,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,martial arts murdered before giving protagonist information part computer animation prequel prequel to cult film
"Monsters, Inc.",2001.0,Adventure Animation Comedy Family Fantasy,Steve Buscemi,John Ratzenberger,James Coburn,Pete Docter,friend little girl monster rival scream
The Wolverine,2013.0,Action Adventure Sci-Fi Thriller,Hugh Jackman,Tao Okamoto,Rila Fukushima,James Mangold,healing power marvel comics mecha regeneration self healing
Star Wars: Episode I - The Phantom Menace,1999.0,Action Adventure Fantasy Sci-Fi,Natalie Portman,Liam Neeson,Ian McDiarmid,George Lucas,alien character says i have a bad feeling about this hand to hand combat seven word title wilhelm scream
The Croods,2013.0,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,Emma Stone,Nicolas Cage,Kirk De Micco,cave caveman journey strict father survival
Asterix at the Olympic Games,2008.0,Adventure Comedy Family Fantasy,Alain Delon,Santiago Segura,Vanessa Hessler,Frédéric Forestier,1st century b.c. lightsaber local blockbuster magical potion potion
Windtalkers,2002.0,Action Drama War,Nicolas Cage,Roger Willie,Noah Emmerich,John Woo,code duty steel helmet u.s. marine u.s. soldier
The Huntsman: Winter's War,2016.0,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron,Cedric Nicolas-Troyan,based on fairy tale dark fantasy fairy tale second part sequel
Teenage Mutant Ninja Turtles,2014.0,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard,Jonathan Liebesman,18 wheeler mutant ninja sewer turtle
Gravity,2013.0,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren,Alfonso Cuarón,box office hit long take sole survivor space space station
Dante's Peak,1997.0,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma,Roger Donaldson,ash escape lava mayor volcano
Teenage Mutant Ninja Turtles: Out of the Shadows,2016.0,Action Adventure Comedy Sci-Fi,Stephen Amell,Noel Fisher,Brad Garrett,Dave Green,based on comic book brother brother relationship rat sequel turtle
Fantastic Four,2015.0,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Josh Trank,box office flop critically bashed portal teleportation troubled production
Night at the Museum,2006.0,Action Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,chaos museum museum of natural history night watchman watchman
San Andreas,2015.0,Action Adventure Drama Thriller,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Brad Peyton,disaster movie earthquake journey natural disaster san andreas fault
Tomorrow Never Dies,1997.0,Action Adventure Thriller,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Roger Spottiswoode,ex boyfriend ex girlfriend relationship media tycoon megalomaniac official james bond series world war three
The Patriot,2000.0,Action Drama History War,Heath Ledger,Adam Baldwin,Tom Wilkinson,Roland Emmerich,american revolution british french hero standoff
Ocean's Twelve,2004.0,Crime Thriller,Brad Pitt,Julia Roberts,Mini Anden,Steven Soderbergh,father daughter relationship heist pretending to be pregnant sequel thief
Mr. & Mrs. Smith,2005.0,Action Comedy Crime Romance Thriller,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Doug Liman,assassin marriage secret agent suburb target
Insurgent,2015.0,Adventure Sci-Fi Thriller,Kate Winslet,Theo James,Mekhi Phifer,Robert Schwentke,action heroine falling from height mind control trainhopping truth serum
The Aviator,2004.0,Biography Drama,Leonardo DiCaprio,Adam Scott,Frances Conroy,Martin Scorsese,1920s aviation fight spruce goose test flight
Gulliver's Travels,2010.0,Adventure Comedy Family Fantasy,James Corden,Catherine Tate,Olly Alexander,Rob Letterman,bermuda triangle box office hit shipwrecked travel travel writer
The Green Hornet,2011.0,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Michel Gondry,heir kung fu party playboy superhero
The A-Team            ,unknown,Action Adventure Crime,George Peppard,Dirk Benedict,Dwight Schultz,unknown,1980s cult tv famous opening theme good versus evil hero for hire
300: Rise of an Empire,2014.0,Action Drama Fantasy War,Eva Green,Sullivan Stapleton,Peter Mensah,Noam Murro,army commander female rear nudity greek navy
The Smurfs,2011.0,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Raja Gosnell,blue new york new york city no opening credits smurf
Home on the Range,2004.0,Animation Comedy Family Music Western,Steve Buscemi,Roseanne Barr,G.W. Bailey,Will Finn,cattle cow dairy farm farm rustler
Allegiant,2016.0,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,Theo James,Zoë Kravitz,Robert Schwentke,based on young adult novel dystopia genetic experimentation strong female character strong female lead
Real Steel,2011.0,Action Drama Sci-Fi Sport,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Shawn Levy,arena boxing boxing movie robot robot battle
The Smurfs 2,2013.0,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Raja Gosnell,based on cartoon box office hit no opening credits sequel smurf
Speed 2: Cruise Control,1997.0,Action Crime Romance Thriller,Jason Patric,Temuera Morrison,Lois Chiles,Jan de Bont,collision course computer cruise diamonds ship run aground
Ender's Game,2013.0,Action Sci-Fi,Harrison Ford,Moises Arias,Aramis Knight,Gavin Hood,alien future manipulation simulation training
Live Free or Die Hard,2007.0,Action Adventure Thriller,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Len Wiseman,fbi hacker independence day police terrorist
The Lord of the Rings: The Fellowship of the Ring,2001.0,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,elf hobbit middle earth quest ring
Around the World in 80 Days,2004.0,Action Adventure Comedy,Jim Broadbent,Steve Coogan,Cécile De France,Frank Coraci,19th century around the world inventor martial arts train
Ali,2001.0,Biography Drama Sport,Will Smith,Jada Pinkett Smith,Joe Morton,Michael Mann,african american protagonist african americans boxing gym gym rumble in the jungle
The Cat in the Hat,2003.0,Adventure Comedy Family Fantasy,Sean Hayes,Kelly Preston,Spencer Breslin,Bo Welch,based on cult comic book cat home alone imagination talking cat
